iter	Passed	Remaining
3217	132058	11572
3218	132094	11531
3219	132131	11489
3220	132165	11448
3221	132204	11406
3222	132253	11366
3223	132294	11325
3224	132338	11284
3225	132375	11243
3226	132416	11202
3227	132456	11161
3228	132497	11120
3229	132538	11079
3230	132574	11037
3231	132614	10996
3232	132653	10955
3233	132693	10914
3234	132734	10873
3235	132777	10832
3236	132815	10791
3237	132858	10750
3238	132902	10709
3239	132944	10668
3240	132984	10627
3241	133021	10585
3242	133067	10545
3243	133113	10504
3244	133155	10463
3245	133196	10422
3246	133234	10381
3247	133277	10340
3248	133317	10299
3249	133355	10258
3250	133397	10217
3251	133435	10175
3252	133478	10135
3253	133520	10094
3254	133559	10052
3255	133602	10011
3256	133648	9971
3257	133690	9930
3258	133732	9889
3259	133774	9848
3260	133814	9807
3261	133853	9766
3262	133899	9725
3263	133940	9684
3264	133986	9643
3265	134025	9602
3266	134063	9561
3267	134104	9520
3268	134142	9478
3269	134183	9437
3270	134227	9397
3271	134267	9356
3272	134306	9314
3273	134342	9273
3274	134379	9232
3275	134415	9190
3276	134452	9149
3277	134492	9108
3278	134533	9067
3279	134567	9025
3280	134606	8984
3281	134648	8943
3282	134690	8902
3283	134732	8861
3284	134774	8820
3285	134820	8780
3286	134864	8739
3287	134907	8698
3288	134948	8657
3289	134993	8616
3290	135032	8575
3291	135075	8534
3292	135111	8493
3293	135149	8451
3294	135190	8410
3295	135227	8369
3296	135268	8328
3297	135307	8287
3298	135343	8246
3299	135378	8204
3300	135415	8163
3301	135455	8122
3302	135494	8081
3303	135535	8040
3304	135578	7999
3305	135614	7958
3306	135653	7916
3307	135691	7875
3308	135731	7834
3309	135772	7793
3310	135810	7752
3311	135845	7711
3312	135888	7670
3313	135926	7628
3314	135961	7587
3315	135998	7546
3316	136042	7505
3317	136094	7465
3318	136141	7424
3319	136183	7383
3320	136229	7342
3321	136278	7302
3322	136320	7261
3323	136365	7220
3324	136407	7179
3325	136453	7138
3326	136493	7097
3327	136533	7056
3328	136572	7015
3329	136612	6974
3330	136652	6933
3331	136690	6891
3332	136727	6850
3333	136769	6809
3334	136811	6768
3335	136846	6727
3336	136879	6686
3337	136914	6644
3338	136955	6603
3339	136995	6562
3340	137031	6521
3341	137066	6480
3342	137106	6439
3343	137144	6397
3344	137185	6356
3345	137228	6315
3346	137264	6274
3347	137305	6233
3348	137345	6192
3349	137387	6151
3350	137429	6110
3351	137467	6069
3352	137506	6028
3353	137543	5987
3354	137579	5946
3355	137615	5904
3356	137649	5863
3357	137692	5822
3358	137728	5781
3359	137763	5740
3360	137802	5699
3361	137843	5658
3362	137883	5617
3363	137924	5576
3364	137962	5534
3365	138003	5493
3366	138042	5452
3367	138082	5411
3368	138122	5370
3369	138160	5329
3370	138198	5288
3371	138238	5247
3372	138279	5206
3373	138322	5165
3374	138357	5124
3375	138393	5083
3376	138438	5042
3377	138480	5001
3378	138517	4960
3379	138555	4919
3380	138597	4878
3381	138638	4837
3382	138684	4796
3383	138725	4755
3384	138763	4714
3385	138798	4673
3386	138845	4632
3387	138886	4591
3388	138930	4550
3389	138968	4509
3390	139005	4468
3391	139046	4427
3392	139095	4386
3393	139133	4345
3394	139178	4304
3395	139217	4263
3396	139254	4222
3397	139295	4181
3398	139333	4140
3399	139381	4099
3400	139414	4058
3401	139454	4017
3402	139488	3976
3403	139529	3935
3404	139567	3893
3405	139613	3853
3406	139655	3812
3407	139693	3771
3408	139733	3730
3409	139774	3689
3410	139813	3648
3411	139853	3607
3412	139898	3566
3413	139939	3525
3414	139977	3484
3415	140016	3443
3416	140056	3402
3417	140093	3360
3418	140136	3319
3419	140178	3279
3420	140214	3237
3421	140254	3196
3422	140293	3155
3423	140341	3115
3424	140387	3074
3425	140433	3033
3426	140473	2992
3427	140507	2951
3428	140545	2910
3429	140586	2869
3430	140626	2828
3431	140671	2787
3432	140711	2746
3433	140751	2705
3434	140796	2664
3435	140834	2623
3436	140873	2582
3437	140916	2541
3438	140956	2500
3439	140998	2459
3440	141040	2418
3441	141081	2377
3442	141114	2336
3443	141160	2295
3444	141201	2254
3445	141239	2213
3446	141275	2172
3447	141312	2131
3448	141352	2090
3449	141386	2049
3450	141428	2008
3451	141474	1967
3452	141511	1926
3453	141547	1885
3454	141586	1844
3455	141632	1803
3456	141670	1762
3457	141713	1721
3458	141752	1680
3459	141792	1639
3460	141829	1598
3461	141865	1557
3462	141909	1516
3463	141950	1475
3464	141988	1434
3465	142029	1393
3466	142065	1352
3467	142105	1311
3468	142150	1270
3469	142189	1229
3470	142229	1188
3471	142266	1147
3472	142302	1106
3473	142340	1065
3474	142383	1024
3475	142428	983
3476	142467	942
3477	142508	901
3478	142548	860
3479	142590	819
3480	142626	778
3481	142665	737
3482	142708	696
3483	142748	655
3484	142783	614
3485	142827	573
3486	142871	532
3487	142907	491
3488	142949	450
3489	142990	409
3490	143030	368
3491	143073	327
3492	143108	286
3493	143146	245
3494	143184	204
3495	143225	163
3496	143267	122
3497	143307	81
3498	143344	40
3499	143383	0
