iter	RMSE
2928	0.3770225145
2929	0.3769921603
2930	0.3769733412
2931	0.3769473954
2932	0.376925
2933	0.3768955085
2934	0.3768540852
2935	0.3768256995
2936	0.3767989028
2937	0.3767763371
2938	0.3767352938
2939	0.3767062166
2940	0.376683832
2941	0.376670365
2942	0.3766380146
2943	0.3766021269
2944	0.3765599013
2945	0.3765415982
2946	0.3765106012
2947	0.3764667457
2948	0.3764506417
2949	0.3764168541
2950	0.3763864512
2951	0.3763398637
2952	0.3763026607
2953	0.3762604781
2954	0.3762208562
2955	0.376176271
2956	0.3761312482
2957	0.3760821627
2958	0.376048901
2959	0.3760202274
2960	0.3759857393
2961	0.3759502976
2962	0.3759356096
2963	0.3759125367
2964	0.3758813562
2965	0.375857961
2966	0.3758261621
2967	0.3758029182
2968	0.3757533915
2969	0.375730943
2970	0.375695666
2971	0.3756567793
2972	0.3755949628
2973	0.3755594544
2974	0.3755052364
2975	0.3754554745
2976	0.3754328855
2977	0.375392038
2978	0.3753528156
2979	0.3753213813
2980	0.3752885111
2981	0.375236962
2982	0.3752177447
2983	0.375166242
2984	0.3751144946
2985	0.3750803089
2986	0.3750487463
2987	0.375015683
2988	0.3749779755
2989	0.3749558118
2990	0.3749276795
2991	0.3749030848
2992	0.3748727983
2993	0.3748458434
2994	0.3748090912
2995	0.3748007745
2996	0.3747574836
2997	0.3747371324
2998	0.3747028722
2999	0.3746619714
3000	0.3746080617
3001	0.3745636217
3002	0.3745299831
3003	0.3745152064
3004	0.3744996337
3005	0.3744638287
3006	0.3744246522
3007	0.3743909159
3008	0.3743575214
3009	0.3743355923
3010	0.3743057839
3011	0.3742618952
3012	0.3742238412
3013	0.3741895329
3014	0.3741712883
3015	0.3741390414
3016	0.3741006713
3017	0.3740607476
3018	0.3740370353
3019	0.3740035707
3020	0.3739666584
3021	0.3739296533
3022	0.3739081895
3023	0.3738675034
3024	0.3738335499
3025	0.3737898855
3026	0.3737359715
3027	0.3736991267
3028	0.3736521497
3029	0.3736340576
3030	0.3735906189
3031	0.3735671342
3032	0.3735192221
3033	0.3734711294
3034	0.3734577142
3035	0.3734009178
3036	0.3733782674
3037	0.3733421446
3038	0.3733078821
3039	0.3732595104
3040	0.3732159308
3041	0.3731748686
3042	0.3731476564
3043	0.3731198424
3044	0.3730918958
3045	0.3730565204
3046	0.3730281993
3047	0.3729929801
3048	0.3729740705
3049	0.3729291235
3050	0.3728719148
3051	0.3728338175
3052	0.3727995873
3053	0.3727441617
3054	0.3727116788
3055	0.3726730479
3056	0.3726447298
3057	0.3726217069
3058	0.3725728612
3059	0.3725281183
3060	0.3725112455
3061	0.3724761878
3062	0.3724672402
3063	0.372440597
3064	0.372391084
3065	0.3723639976
3066	0.3723310297
3067	0.3722993301
3068	0.372258162
3069	0.3722148314
3070	0.3721804079
3071	0.3721611002
3072	0.3721432009
3073	0.3721013518
3074	0.3720488937
3075	0.3720246529
3076	0.3719940713
3077	0.3719667965
3078	0.3719407886
3079	0.371897835
3080	0.3718746767
3081	0.3718380015
3082	0.3717904513
3083	0.3717825357
3084	0.371762576
3085	0.3717224939
3086	0.3716850479
3087	0.3716498343
3088	0.3716247649
3089	0.3715721634
3090	0.371512873
3091	0.3714976106
3092	0.3714936734
3093	0.3714650752
3094	0.371424092
3095	0.371403035
3096	0.3713554138
3097	0.3713322248
3098	0.3712992375
3099	0.3712803605
3100	0.3712466817
3101	0.3712263234
3102	0.3711907795
3103	0.3711288582
3104	0.3710924866
3105	0.3710537528
3106	0.3710290165
3107	0.3709987217
3108	0.3709572276
3109	0.3709122535
3110	0.370857846
3111	0.3708253595
3112	0.3707816379
3113	0.3707620113
3114	0.3707147866
3115	0.3706848186
3116	0.3706345691
3117	0.3705871308
3118	0.3705538655
3119	0.3705169838
3120	0.370481516
3121	0.3704520035
3122	0.3704204224
3123	0.3704009642
3124	0.370371162
3125	0.3703257399
3126	0.3702907281
3127	0.3702466289
3128	0.3702116491
3129	0.3701727991
3130	0.3701352864
3131	0.3701051796
3132	0.3700739039
3133	0.370034496
3134	0.3700050304
3135	0.3699673365
3136	0.3699352868
3137	0.3699095061
3138	0.3698881078
3139	0.3698768697
3140	0.3698599163
3141	0.3697991721
3142	0.3697653276
3143	0.3697291883
3144	0.3697205451
3145	0.3696851782
3146	0.3696554559
3147	0.3696103485
3148	0.3695680425
3149	0.3695326733
3150	0.369523972
3151	0.3694936305
3152	0.3694465464
3153	0.3694141809
3154	0.3693660661
3155	0.3693403878
3156	0.3692936309
3157	0.3692665429
3158	0.3692473361
3159	0.36922834
3160	0.3691807892
3161	0.3691586765
3162	0.3691105246
3163	0.3690603708
3164	0.3690196933
3165	0.3689894641
3166	0.3689422725
3167	0.3689159706
3168	0.3688815327
3169	0.3688562032
3170	0.3688006566
3171	0.3687417508
3172	0.3687031753
3173	0.368662852
3174	0.3686297579
3175	0.3685789205
3176	0.3685391986
3177	0.3684967601
3178	0.3684696502
3179	0.3684372913
3180	0.3683887495
3181	0.3683591617
3182	0.3683275289
3183	0.3682902978
3184	0.3682722872
3185	0.3682276799
3186	0.3681881068
3187	0.3681592847
3188	0.3681121648
3189	0.3680975736
3190	0.3680808068
3191	0.3680512464
3192	0.3679934314
3193	0.3679530835
3194	0.3679026557
3195	0.3678630362
3196	0.3678289407
3197	0.3677946129
3198	0.3677554038
3199	0.3677198501
3200	0.3676920068
3201	0.3676632436
3202	0.3676402401
3203	0.3676266391
3204	0.3675764431
3205	0.3675576734
3206	0.3675422283
3207	0.3674809382
3208	0.3674385021
3209	0.3674130934
3210	0.3673863693
3211	0.3673434348
3212	0.3673072069
3213	0.3672755208
3214	0.3672200942
3215	0.3671833902
3216	0.3671343273
3217	0.3671044558
3218	0.3670699064
3219	0.3670524411
3220	0.3670092949
3221	0.3669748174
3222	0.3669390022
3223	0.3669147223
3224	0.3669029346
3225	0.3668430365
3226	0.3667866563
3227	0.366777968
3228	0.3667348151
3229	0.3666967927
3230	0.366676804
3231	0.3666427397
3232	0.3665941772
3233	0.3665417525
3234	0.3664958765
3235	0.3664750923
3236	0.3664481631
3237	0.3664043634
3238	0.366378807
3239	0.3663359716
3240	0.3663273693
3241	0.3662916978
3242	0.3662522926
3243	0.3662281889
3244	0.3662040401
3245	0.3661671413
3246	0.366132984
3247	0.3660912414
3248	0.3660530464
3249	0.3660023182
3250	0.3659636508
3251	0.3659327106
3252	0.3658959069
3253	0.3658770417
3254	0.3658324292
3255	0.3657960693
3256	0.3657499938
3257	0.3657272333
3258	0.3656795712
3259	0.3656410256
3260	0.365612976
3261	0.3655864603
3262	0.3655563114
3263	0.3655313795
3264	0.3654897196
3265	0.3654739716
3266	0.3654368702
3267	0.3653998735
3268	0.3653737272
3269	0.36536535
3270	0.3653336044
3271	0.3653063202
3272	0.3652796078
3273	0.3652466737
3274	0.3651942215
3275	0.3651708648
3276	0.36513435
3277	0.3650948745
3278	0.3650568681
3279	0.3650391199
3280	0.364983628
3281	0.3649642128
3282	0.3649295476
3283	0.3649015923
3284	0.3648596642
3285	0.3648301172
3286	0.364790048
3287	0.3647559993
3288	0.3647113565
3289	0.3646841897
3290	0.364649768
3291	0.3646189055
3292	0.3645944111
3293	0.3645696646
3294	0.3645484226
3295	0.3644980427
3296	0.3644539782
3297	0.3644145403
3298	0.3643645139
3299	0.3643472883
3300	0.3643268227
3301	0.3642975107
3302	0.3642647186
3303	0.3642324625
3304	0.3642009303
3305	0.3641878471
3306	0.3641398907
3307	0.3641089213
3308	0.364098921
3309	0.3640527127
3310	0.3640065938
3311	0.3639732699
3312	0.3639432871
3313	0.363915635
3314	0.363885849
3315	0.3638559215
3316	0.3638091978
3317	0.3637902487
3318	0.3637315658
3319	0.3637089101
3320	0.3636538246
3321	0.3636105583
3322	0.3635808406
3323	0.3635586667
3324	0.3635234787
3325	0.3634726827
3326	0.3634663557
3327	0.3634096483
3328	0.3633546661
3329	0.3633231576
3330	0.3632918352
3331	0.3632673246
3332	0.3632548607
3333	0.3632021335
3334	0.3631618694
3335	0.3630863238
3336	0.3630434201
3337	0.3630188503
3338	0.3629902146
3339	0.3629456436
3340	0.3628976568
3341	0.3628913458
3342	0.3628706784
3343	0.3628419403
3344	0.3627914321
3345	0.3627730854
3346	0.3627425785
3347	0.3627071769
3348	0.3626819433
3349	0.3626601891
3350	0.3626198979
3351	0.3625724195
3352	0.3625330466
3353	0.3624731615
3354	0.3624313986
3355	0.3624228958
3356	0.3624006755
3357	0.362349191
3358	0.3623139438
3359	0.3622799269
3360	0.3622589886
3361	0.3622122925
3362	0.362191944
3363	0.3621442232
3364	0.3621191195
3365	0.3621008008
3366	0.3620814506
3367	0.3620541363
3368	0.3620308448
3369	0.3619914034
3370	0.3619676633
3371	0.3619377159
3372	0.3619265657
3373	0.3618974162
3374	0.361874284
3375	0.3618232724
3376	0.3617939612
3377	0.3617796358
3378	0.3617585573
3379	0.361738226
3380	0.3617283243
3381	0.3616859578
3382	0.361648465
3383	0.361610651
3384	0.3615790061
3385	0.361571272
3386	0.3615565058
3387	0.3615236636
3388	0.3614687514
3389	0.3614529804
3390	0.3614187878
3391	0.361369013
3392	0.3613316934
3393	0.3612751358
3394	0.3612327948
3395	0.3612029621
3396	0.3611595338
3397	0.3611321141
3398	0.3611201553
3399	0.3610974299
3400	0.361067987
3401	0.3610233328
3402	0.3610099411
3403	0.3609650887
3404	0.3609357878
3405	0.36090004
3406	0.3608636855
3407	0.3608244032
3408	0.3608037043
3409	0.3607633155
3410	0.3607529883
3411	0.3607119859
3412	0.3606696847
3413	0.3606449785
3414	0.3606349242
3415	0.3605866199
3416	0.3605576728
3417	0.3605201337
3418	0.3605010001
3419	0.3604807791
3420	0.3604575582
3421	0.3604272746
3422	0.3604014605
3423	0.3603812646
3424	0.3603455443
3425	0.3603111714
3426	0.3602913965
3427	0.3602790128
3428	0.3602450729
3429	0.3602152044
3430	0.3601595332
3431	0.3601216297
3432	0.3600978369
3433	0.3600759062
3434	0.3600484219
3435	0.35999705
3436	0.3599823527
3437	0.359945812
3438	0.359922116
3439	0.3598884466
3440	0.3598605719
3441	0.3598158574
3442	0.3597811405
3443	0.3597184855
3444	0.3597003723
3445	0.3596798214
3446	0.3596450066
3447	0.3596194963
3448	0.3595747028
3449	0.3595562446
3450	0.3595153442
3451	0.3594975441
3452	0.3594841614
3453	0.3594725667
3454	0.3594328779
3455	0.3593956958
3456	0.3593577504
3457	0.3593359977
3458	0.3593129901
3459	0.3593048585
3460	0.3592723085
3461	0.359241495
3462	0.3592247899
3463	0.3591907263
3464	0.359172068
3465	0.359138233
3466	0.359101595
3467	0.3590733203
3468	0.3590347054
3469	0.3589941878
3470	0.3589658938
3471	0.3589129238
3472	0.3588798687
3473	0.3588590412
3474	0.3588306928
3475	0.3588005959
3476	0.3587643497
3477	0.3587379614
3478	0.3586910896
3479	0.3586710379
3480	0.3586374987
3481	0.3586147519
3482	0.3585976246
3483	0.3585753015
3484	0.3585402569
3485	0.3585134438
3486	0.3584801013
3487	0.3584645197
3488	0.3584460344
3489	0.3584075218
3490	0.3583870426
3491	0.3583637546
3492	0.358334737
3493	0.3583065837
3494	0.3582723748
3495	0.3582454608
3496	0.3581846012
3497	0.358144595
3498	0.3581077537
3499	0.3580705778
3500	0.3580521771
3501	0.3580371596
3502	0.358011393
3503	0.3579690647
3504	0.3579585263
3505	0.3579320974
3506	0.3578986383
3507	0.3578769916
3508	0.3578253033
3509	0.3577939562
3510	0.3577688066
3511	0.3577169303
3512	0.3577032947
3513	0.3576843677
3514	0.3576448314
3515	0.357633153
3516	0.3575880463
3517	0.3575644345
3518	0.357539785
3519	0.357519362
3520	0.3574806459
3521	0.3574657032
3522	0.3574183707
3523	0.3573921203
3524	0.3573563076
3525	0.3573225584
3526	0.3572842461
3527	0.3572534333
3528	0.3572211392
3529	0.357195438
3530	0.3571606114
3531	0.3571295813
3532	0.357074771
3533	0.3570310166
3534	0.3570004658
3535	0.3569782914
3536	0.3569190334
3537	0.3568863525
3538	0.3568528325
3539	0.3568223782
3540	0.3568153287
3541	0.3567861507
3542	0.3567577938
3543	0.3567357852
3544	0.3567007942
3545	0.3566605115
3546	0.3566279238
3547	0.3565971466
3548	0.356578033
3549	0.3565374535
3550	0.3565074766
3551	0.3564496909
3552	0.3564134563
3553	0.356377531
3554	0.3563384845
3555	0.3563215675
3556	0.356288898
3557	0.356262316
3558	0.3562344701
3559	0.3562042166
3560	0.3561967804
3561	0.3561727381
3562	0.3561561268
3563	0.3561171261
3564	0.3560750392
3565	0.3560504238
3566	0.3560313286
3567	0.3559893042
3568	0.3559306348
3569	0.3559004571
3570	0.3558537322
3571	0.3558243465
3572	0.3557885327
3573	0.35576596
3574	0.355726698
3575	0.3556934014
3576	0.3556658825
3577	0.3556409913
3578	0.3556091063
3579	0.3556013148
3580	0.3555751773
3581	0.3555575144
3582	0.3555386633
3583	0.3555217588
3584	0.3554869567
3585	0.3554443254
3586	0.3554020961
3587	0.3553774853
3588	0.3553544083
3589	0.3553251198
3590	0.3552746562
3591	0.3552488449
3592	0.3552273939
3593	0.3552168675
3594	0.3551767398
3595	0.3551553963
3596	0.3551279405
3597	0.3551029138
3598	0.3550837619
3599	0.3550594013
3600	0.3550529731
